book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
319,8755776,8755776,13629058,101,1442416866,9781442416860.0,Cassandra Clare,2012.0,City of Lost Souls,"City of Lost Souls (The Mortal Instruments, #5)",eng,4.3,300553,327869,16639,3341,10329,43333,97947,172919,https://images.gr-assets.com/books/1460477703m/8755776.jpg,https://images.gr-assets.com/books/1460477703s/8755776.jpg
324,16068905,16068905,21861351,80,,,Rainbow Rowell,2013.0,,Fangirl,eng,4.12,340379,371730,39353,8626,16973,60097,121431,164603,https://images.gr-assets.com/books/1499565420m/16068905.jpg,https://images.gr-assets.com/books/1499565420s/16068905.jpg
337,13,13,135328,32,345453743,9780345453750.0,Douglas Adams,1996.0,The Ultimate Hitchhiker's Guide: Five Complete Novels and One Story,The Ultimate Hitchhiker's Guide to the Galaxy,eng,4.37,222842,238420,4254,2657,6328,26431,66655,136349,https://images.gr-assets.com/books/1404613595m/13.jpg,https://images.gr-assets.com/books/1404613595s/13.jpg
338,6280118,6280118,6463667,129,340896965,9780340896970.0,David Nicholls,2009.0,One Day,One Day,eng,3.77,222926,247052,15937,8632,21291,59874,86793,70462,https://images.gr-assets.com/books/1327873020m/6280118.jpg,https://images.gr-assets.com/books/1327873020s/6280118.jpg
341,1371,1371,3293141,1726,140275363,9780140275360.0,"Homer, Robert Fagles, Frédéric Mugler, Bernard Knox",-750.0,Ἰλιάς,The Iliad,eng,3.83,241088,273565,4763,7701,20845,68844,89384,86791,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
345,45978,45978,2035753,163,375840400,9780375840400.0,Christopher Paolini,2005.0,Eldest,"Eldest (The Inheritance Cycle, #2)",en-US,3.96,250000,274059,8284,5483,16680,58948,95907,97041,https://images.gr-assets.com/books/1387119654m/45978.jpg,https://images.gr-assets.com/books/1387119654s/45978.jpg
351,10025305,10025305,6674845,99,1416975888,9781416975880.0,Cassandra Clare,2011.0,Clockwork Prince,"Clockwork Prince (The Infernal Devices, #2)",eng,4.46,307994,328019,17854,3420,6235,29508,85633,203223,https://images.gr-assets.com/books/1460477747m/10025305.jpg,https://images.gr-assets.com/books/1460477747s/10025305.jpg
353,12996,12996,995103,1053,743477553,9780743477550.0,William Shakespeare,1603.0,"The Tragedy of Othello, The Moor of Venice",Othello,eng,3.88,238875,256757,4334,4281,16576,64922,92076,78902,https://images.gr-assets.com/books/1459795105m/12996.jpg,https://images.gr-assets.com/books/1459795105s/12996.jpg
357,355697,355697,2662852,372,449213943,9780449213940.0,"Erich Maria Remarque, A.W. Wheen",1929.0,Im Westen nichts Neues,All Quiet on the Western Front,en-US,3.92,249113,265789,6947,7646,17740,55908,90874,93621,https://images.gr-assets.com/books/1441227765m/355697.jpg,https://images.gr-assets.com/books/1441227765s/355697.jpg
359,16115612,16115612,21933087,135,159463176X,9781594631760.0,Khaled Hosseini,2012.0,And The Mountains Echoed,And the Mountains Echoed,eng,4.03,199326,229116,24084,2049,9146,45985,93953,77983,https://images.gr-assets.com/books/1358190204m/16115612.jpg,https://images.gr-assets.com/books/1358190204s/16115612.jpg
361,18254,18254,3057979,1787,141439742,9780141439750.0,"Charles Dickens, George Cruikshank, Philip Horne",1838.0,Oliver Twist,Oliver Twist,eng,3.85,230181,253163,5342,4766,15425,65342,96135,71495,https://images.gr-assets.com/books/1327868529m/18254.jpg,https://images.gr-assets.com/books/1327868529s/18254.jpg
374,21,21,2305997,155,076790818X,9780767908180.0,Bill Bryson,2003.0,A Short History of Nearly Everything,A Short History of Nearly Everything,en-US,4.19,191535,206367,9065,3514,7196,29992,71534,94131,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
376,7864437,7864437,11022464,88,385738773,9780385738770.0,James Dashner,2011.0,The Death Cure,"The Death Cure (Maze Runner, #3)",eng,3.77,223674,257184,19975,6731,23270,68067,84128,74988,https://images.gr-assets.com/books/1303997647m/7864437.jpg,https://images.gr-assets.com/books/1303997647s/7864437.jpg
382,6567017,6567017,6759965,86,525421580,9780525421580.0,"John Green, David Levithan",2010.0,"Will Grayson, Will Grayson","Will Grayson, Will Grayson",eng,3.84,236431,254305,15782,8039,18868,60009,87132,80257,https://images.gr-assets.com/books/1368393890m/6567017.jpg,https://images.gr-assets.com/books/1368393890s/6567017.jpg
383,1241,1241,3140930,69,307276902,9780307276900.0,James Frey,2003.0,A Million Little Pieces,A Million Little Pieces,en-CA,3.62,184241,189931,10857,9619,18950,51504,63727,46131,https://images.gr-assets.com/books/1483206985m/1241.jpg,https://images.gr-assets.com/books/1483206985s/1241.jpg
384,2282133,2282133,6651004,93,1595141758,9781595141750.0,Richelle Mead,2008.0,Frostbite,"Frostbite (Vampire Academy, #2)",eng,4.3,256745,270065,10056,2851,7224,36392,84199,139399,https://images.gr-assets.com/books/1361098960m/2282133.jpg,https://images.gr-assets.com/books/1361098960s/2282133.jpg
393,7896527,7896527,11138426,73,1599906953,9781599906960.0,Sarah J. Maas,2012.0,Throne of Glass,"Throne of Glass (Throne of Glass, #1)",eng,4.24,274987,327865,29145,8471,12115,41710,96202,169367,https://images.gr-assets.com/books/1495278054m/7896527.jpg,https://images.gr-assets.com/books/1495278054s/7896527.jpg
394,2802316,2802316,6651006,88,1595141979,9781595141970.0,Richelle Mead,2008.0,Shadow Kiss,"Shadow Kiss (Vampire Academy, #3)",en-US,4.37,266742,278963,10074,2876,6532,32789,78293,158473,https://images.gr-assets.com/books/1361099049m/2802316.jpg,https://images.gr-assets.com/books/1361099049s/2802316.jpg
395,46170,46170,2252079,371,684803356,9780684803360.0,Ernest Hemingway,1940.0,For Whom the Bell Tolls,For Whom the Bell Tolls,eng,3.95,195063,206219,4658,4578,11772,43122,75680,71067,https://images.gr-assets.com/books/1492591524m/46170.jpg,https://images.gr-assets.com/books/1492591524s/46170.jpg
399,3950967,3950967,3007490,131,747599874,9780747599880.0,J.K. Rowling,2007.0,The Tales of Beedle the Bard,The Tales of Beedle the Bard,en-US,4.06,284833,319107,11330,3019,15025,69367,103350,128346,https://images.gr-assets.com/books/1373467575m/3950967.jpg,https://images.gr-assets.com/books/1373467575s/3950967.jpg
403,10534,10534,3200649,1865,1590302257,9781590302260.0,"Sun Tzu, Thomas Cleary",-500.0,孫子兵法 [Sūnzi bīngfǎ],The Art of War,eng,3.95,167332,203948,6335,2930,11589,48265,70644,70520,https://images.gr-assets.com/books/1453417993m/10534.jpg,https://images.gr-assets.com/books/1453417993s/10534.jpg
408,1842,1842,2138852,118,739467352,9780739467350.0,Jared Diamond,1997.0,"Guns, Germs, and Steel: The Fates of Human Societies","Guns, Germs, and Steel: The Fates of Human Societies",eng,4.0,171558,185443,7872,4352,9752,35299,68549,67491,https://images.gr-assets.com/books/1453215833m/1842.jpg,https://images.gr-assets.com/books/1453215833s/1842.jpg
415,3975774,3975774,4021549,78,031253275X,9780312532760.0,Alyson Noel,2009.0,Evermore,"Evermore (The Immortals, #1)",en-US,3.59,230031,235704,9228,16941,29301,59174,59075,71213,https://images.gr-assets.com/books/1362336360m/3975774.jpg,https://images.gr-assets.com/books/1362336360s/3975774.jpg
418,6479259,6479259,6670482,71,1595142509,9781595142500.0,Richelle Mead,2010.0,Spirit Bound,"Spirit Bound (Vampire Academy, #5)",eng,4.37,224247,235076,8030,2755,5907,26981,66097,133336,https://images.gr-assets.com/books/1291168967m/6479259.jpg,https://images.gr-assets.com/books/1291168967s/6479259.jpg
419,5996153,5996153,6651007,76,1595141987,9781595141990.0,Richelle Mead,2009.0,Blood Promise,"Blood Promise (Vampire Academy, #4)",en-US,4.35,231853,244376,8782,2186,6182,30711,70250,135047,https://images.gr-assets.com/books/1442530605m/5996153.jpg,https://images.gr-assets.com/books/1442530605s/5996153.jpg
420,3478,3478,1622450,133,446676071,9780446676080.0,Nicholas Sparks,1998.0,Message in a Bottle,Message in a Bottle,en-US,3.95,185116,192001,3721,4500,11979,44190,59999,71333,https://images.gr-assets.com/books/1163789140m/3478.jpg,https://images.gr-assets.com/books/1163789140s/3478.jpg
423,16248068,16248068,20397129,84,62059963,9780062059960.0,Kiera Cass,2013.0,The Elite,"The Elite (The Selection, #2)",eng,4.02,234247,269816,21810,4780,15546,53644,91201,104645,https://images.gr-assets.com/books/1391454595m/16248068.jpg,https://images.gr-assets.com/books/1391454595s/16248068.jpg
428,12127750,12127750,17115055,65,1423140605,9781423140600.0,Rick Riordan,2012.0,The Mark of Athena,"The Mark of Athena (The Heroes of Olympus, #3)",eng,4.47,277491,293586,13332,2771,4480,26318,77876,182141,https://images.gr-assets.com/books/1464201354m/12127750.jpg,https://images.gr-assets.com/books/1464201354s/12127750.jpg
430,4929,4929,6191072,157,1400079276,9781400079280.0,"Haruki Murakami, Philip Gabriel",2002.0,海辺のカフカ [Umibe no Kafuka],Kafka on the Shore,en-US,4.13,167593,195365,13279,2593,7557,30809,75564,78842,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
434,7791997,7791997,6867038,73,1416989439,9781416989430.0,Becca Fitzpatrick,2010.0,Crescendo,"Crescendo (Hush, Hush, #2)",en-US,4.07,226237,234040,10041,5296,13835,43129,68217,103563,https://images.gr-assets.com/books/1362408146m/7791997.jpg,https://images.gr-assets.com/books/1362408146s/7791997.jpg
439,3869,3869,2192250,246,553380168,9780553380160.0,"Stephen Hawking, Cao Chi, Phạm Văn Thiều",1987.0,A Brief History of Time: From the Big Bang to Black Holes,A Brief History of Time,eng,4.12,165628,181410,5146,2487,6028,30632,70364,71899,https://images.gr-assets.com/books/1333578746m/3869.jpg,https://images.gr-assets.com/books/1333578746s/3869.jpg
447,2248573,2248573,3124969,143,375826726,9780375826730.0,Christopher Paolini,2008.0,Brisingr,"Brisingr (The Inheritance Cycle, #3)",eng,4.03,211645,226941,7993,4273,13094,44147,75689,89738,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
448,56495,56495,2265235,149,310276993,9780310277000.0,Rick Warren,2002.0,The Purpose Driven Life: What on Earth am I Here For?,The Purpose Driven Life: What on Earth Am I Here for?,en-US,3.9,170491,176463,2755,9635,13051,34305,48395,71077,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
449,676924,676924,662923,80,312360282,9780312360280.0,"P.C. Cast, Kristin Cast",2007.0,Betrayed: a House of Night Novel,"Betrayed (House of Night, #2)",en-US,3.93,205340,213261,4993,6222,15443,47467,62243,81886,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
452,16101128,16101128,19187812,102,399162410,9780399162410.0,Rick Yancey,2013.0,The 5th Wave,"The 5th Wave (The 5th Wave, #1)",eng,4.1,260048,287540,26756,6176,13097,47631,98816,121820,https://images.gr-assets.com/books/1359853842m/16101128.jpg,https://images.gr-assets.com/books/1359853842s/16101128.jpg
453,10920,10920,1006369,97,802142842,9780802142850.0,Charles Frazier,1997.0,Cold Mountain,Cold Mountain,en-US,3.83,185979,190137,4884,6078,14021,43914,68143,57981,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
460,18335634,18335634,6309710,79,1406321346,9781406321340.0,Cassandra Clare,2013.0,Clockwork Princess,"Clockwork Princess (The Infernal Devices, #3)",eng,4.59,162099,247984,23261,1935,3804,16964,49313,175968,https://images.gr-assets.com/books/1436788488m/18335634.jpg,https://images.gr-assets.com/books/1436788488s/18335634.jpg
462,2784,2784,2507145,34,140135154,9780140135150.0,John Berger,1972.0,Ways of Seeing,Ways of Seeing,eng,3.75,155658,156859,790,13276,13342,32193,39251,58797,https://images.gr-assets.com/books/1464018308m/2784.jpg,https://images.gr-assets.com/books/1464018308s/2784.jpg
469,41899,41899,4195128,123,439321603,9780439321600.0,"Newt Scamander, J.K. Rowling, Albus Dumbledore",2001.0,Fantastic Beasts and Where to Find Them,Fantastic Beasts and Where to Find Them,eng,3.95,185928,209465,6523,2847,13155,52573,64027,76863,https://images.gr-assets.com/books/1303738520m/41899.jpg,https://images.gr-assets.com/books/1303738520s/41899.jpg
474,14743,14743,3044365,104,618680004,9780618680010.0,Richard Dawkins,2006.0,The God Delusion,The God Delusion,eng,3.89,162740,176774,6812,9571,11019,31723,60769,63692,https://images.gr-assets.com/books/1347220693m/14743.jpg,https://images.gr-assets.com/books/1347220693s/14743.jpg
475,8492825,8492825,10706553,8,525422943,9780525422940.0,Gayle Forman,2011.0,Where She Went,"Where She Went (If I Stay, #2)",en-US,4.06,193141,218362,18556,2856,10629,43007,76839,85031,https://images.gr-assets.com/books/1347810457m/8492825.jpg,https://images.gr-assets.com/books/1347810457s/8492825.jpg
478,2932,2932,604666,558,375757325,9780375757330.0,"Daniel Defoe, Gerald McCann, Virginia Woolf",1719.0,"The Life and Strange Surprising Adventures of Robinson Crusoe of York, Mariner",Robinson Crusoe,eng,3.66,178188,196865,4603,6429,18126,58497,67140,46673,https://images.gr-assets.com/books/1403180114m/2932.jpg,https://images.gr-assets.com/books/1403180114s/2932.jpg
479,28862,28862,1335445,1654,937832383,9780937832390.0,"Niccolò Machiavelli, Adolph Caso, Rufus Goodwin, Benjamin Martinez",1513.0,Il Principe,The Prince,eng,3.78,153128,181980,5389,4222,14222,49930,63294,50312,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
483,5113,5113,3118417,125,316769029,9780316769020.0,J.D. Salinger,1961.0,Franny and Zooey,Franny and Zooey,en-US,3.98,152906,162697,5297,2841,9398,34950,56515,58993,https://images.gr-assets.com/books/1355037988m/5113.jpg,https://images.gr-assets.com/books/1355037988s/5113.jpg
485,4934,4934,3393910,1072,374528373,9780374528380.0,"Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky",1880.0,Братья Карамазовы,The Brothers Karamazov,eng,4.3,155838,178135,7640,2339,5887,22752,51450,95707,https://images.gr-assets.com/books/1427728126m/4934.jpg,https://images.gr-assets.com/books/1427728126s/4934.jpg
489,2547,2547,2938937,721,000100039X,9780001000390.0,Kahlil Gibran,1923.0,The Prophet,The Prophet,eng,4.22,142641,164552,6263,2748,6601,24667,47472,83064,https://images.gr-assets.com/books/1355046521m/2547.jpg,https://images.gr-assets.com/books/1355046521s/2547.jpg
492,7967,7967,2327777,99,812550757,9780812550760.0,Orson Scott Card,1986.0,Speaker for the Dead,"Speaker for the Dead (Ender's Saga, #2)",en-US,4.04,164287,182764,6579,1855,8031,36323,70924,65631,https://images.gr-assets.com/books/1295660894m/7967.jpg,https://images.gr-assets.com/books/1295660894s/7967.jpg
493,11138,11138,801500,152,684823780,9780684823780.0,C.S. Lewis,1952.0,Mere Christianity,Mere Christianity,eng,4.31,184759,198433,6041,4215,6220,23223,54958,109817,https://images.gr-assets.com/books/1468102872m/11138.jpg,https://images.gr-assets.com/books/1468102872s/11138.jpg
498,656,656,4912783,1017,192833987,9780192833980.0,"Leo Tolstoy, Henry Gifford, Aylmer Maude, Louise Maude",1869.0,Война и миръ,War and Peace,eng,4.11,168037,192992,8062,4952,9691,31876,60043,86430,https://images.gr-assets.com/books/1413215930m/656.jpg,https://images.gr-assets.com/books/1413215930s/656.jpg
505,27523,27523,972769,63,842342702,9780842342700.0,"Tim LaHaye, Jerry B. Jenkins",1995.0,Left Behind:  A Novel of the Earth's Last Days,"Left Behind (Left Behind, #1)",eng,3.81,161173,165021,3210,12626,13163,31144,43391,64697,https://images.gr-assets.com/books/1406505054m/27523.jpg,https://images.gr-assets.com/books/1406505054s/27523.jpg
507,7938275,7938275,11349083,78,545265355,9780545265360.0,Suzanne Collins,2010.0,The Hunger Games Box Set,"The Hunger Games Trilogy Boxset (The Hunger Games, #1-3)",eng,4.49,129665,159760,6429,1015,2521,13438,42932,99854,https://images.gr-assets.com/books/1360094673m/7938275.jpg,https://images.gr-assets.com/books/1360094673s/7938275.jpg
524,114683,114683,110426,15,1844137872,9781844137880.0,Banksy,1988.0,Wall and Piece,Wall and Piece,eng,3.83,149453,150117,687,11641,11724,27885,38313,60554,https://images.gr-assets.com/books/1327904853m/114683.jpg,https://images.gr-assets.com/books/1327904853s/114683.jpg
528,34897,34897,791061,62,765305119,9780765305110.0,Robert Jordan,1991.0,The Dragon Reborn,"The Dragon Reborn (Wheel of Time, #3)",eng,4.23,153809,164783,2471,1667,4474,23895,59113,75634,https://images.gr-assets.com/books/1480096580m/34897.jpg,https://images.gr-assets.com/books/1480096580s/34897.jpg
536,17878931,22328546,25037051,84,1409151174,9781409151170.0,Victoria Aveyard,2015.0,Red Queen,"Red Queen (Red Queen, #1)",eng,4.08,83354,289740,30249,7454,14867,48254,95303,123862,https://images.gr-assets.com/books/1411472322m/17878931.jpg,https://images.gr-assets.com/books/1411472322s/17878931.jpg
543,6527740,6527740,13385418,63,1595143068,9781595143070.0,Richelle Mead,2010.0,Last Sacrifice,"Last Sacrifice (Vampire Academy, #6)",eng,4.42,206792,217652,10312,2797,5330,21948,54440,133137,https://images.gr-assets.com/books/1319850978m/6527740.jpg,https://images.gr-assets.com/books/1319850978s/6527740.jpg
548,162085,162085,2191061,75,60887303,9780060887310.0,Sara Shepard,2006.0,Pretty Little Liars,"Pretty Little Liars (Pretty Little Liars, #1)",en-US,3.9,156328,165836,8160,5743,12397,37519,47724,62453,https://images.gr-assets.com/books/1377830522m/162085.jpg,https://images.gr-assets.com/books/1377830522s/162085.jpg
